First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,E-mail 3 - Label,E-mail 3 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Phone 4 - Label,Phone 4 - Value,Phone 5 - Label,Phone 5 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Address 2 - Label,Address 2 - Formatted,Address 2 - Street,Address 2 - City,Address 2 - PO Box,Address 2 - Region,Address 2 - Postal Code,Address 2 - Country,Address 2 - Extended Address,Address 3 - Label,Address 3 - Formatted,Address 3 - Street,Address 3 - City,Address 3 - PO Box,Address 3 - Region,Address 3 - Postal Code,Address 3 - Country,Address 3 - Extended Address,Relation 1 - Label,Relation 1 - Value,Relation 2 - Label,Relation 2 - Value,Relation 3 - Label,Relation 3 - Value,Relation 4 - Label,Relation 4 - Value,Relation 5 - Label,Relation 5 - Value,Relation 6 - Label,Relation 6 - Value,Relation 7 - Label,Relation 7 - Value,Website 1 - Label,Website 1 - Value,Event 1 - Label,Event 1 - Value,Event 2 - Label,Event 2 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Custom Field 2 - Label,Custom Field 2 - Value,Custom Field 3 - Label,Custom Field 3 - Value,Custom Field 4 - Label,Custom Field 4 - Value,Custom Field 5 - Label,Custom Field 5 - Value,Custom Field 6 - Label,Custom Field 6 - Value
Jessica,,Lapic,,,,,,,,Archie Williams High School,,,2008-06-29,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Mom Mobile,415-994-6006,School Office,415 458-3400,,,,,,,Home,"224 Picnic Ave
San Rafael, CA 94901-5005
US","224 Picnic Ave
San Rafael, CA 94901-5005
US",,,,,,,Archie Williams High School,"1327 Sir Francis Drake Blvd
San Anselmo, CA 94960
US","1327 Sir Francis Drake Blvd
San Anselmo, CA 94960
US",,,,,,,,,,,,,,,,Rider,Jamie Lapic,Mom,Jessica Lapic,Dad,Jeff Lapic,,,,,,,,,,,,,,,Rider FirstNm,Jamie,Rider LastNm,Lapic,Job Title,Jamie Lapic Parent,,,,,,
Jessica,,Lapic,,,,Jamie Lapic Parent,,,,Archie Williams High School,,,,"Rider_FirstNm: Jamie
Rider_LastNm: Lapic
224 Picnic Avenue
San Rafael
94901
",,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Work Mobile,415-994-6006,,,,,,,,,Home,"224 Picnic Ave
San Rafael, CA 94901-5005
US",224 Picnic Ave,San Rafael,,CA,94901-5005,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica,,Roads,,,,,,,,Davidson Middle School (MCOE),"Teacher, Special Education",Elementary School District,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,,,,,,,Main,415 485-2400,Mobile,415 971-8165,,,,,,,School,"280 Woodland Ave
San Rafael, San Rafael City Schools 94901
USA",280 Woodland Ave,San Rafael,,San Rafael City Schools,94901,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,"MPTA, NUSD",,,,,,,,,,
Jill,,Woloszynek,,,,,,,,Eric Parent,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Main,415-246-4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joana,,Darc Aparecida,,,,,,,,Go Happy Transportation,Driver,,1962-06-16,"Driver_FirstNm: Joana
Driver_MiddleNm: Darc
Driver_LastNm: Aparecida
Driver_SS#: 611-72-7596
Driver_HmLocation1_Street: 210 Kenwood Ct
Driver_City: Novato
Driver_State: CA
Driver_ZIP: 94945-2502
Driver_Cell: 415-246-9974
Driver_DOB: 6/16/1962
Driver_Age: 62
DL/CDL #: B3788806
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 6/16/2026
Make: Ford
Model: CMAX Hybrid
Color: Grey
Plate No: 7YQG286
VIN #: 1FADP5AU3HL110150
Registration Expiration Date: 6/2/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: State Farm
Policy Number: 479 5015-F21-05A
Policy Exp Dates: 12-21-24
",https://lh3.googleusercontent.com/contacts/AG6tpzEGuiTQSVPYZW-T0mow4Oaqgfgc-O6AGgrL2XQyOObkhKx-iYnm,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,joanadarcalifornia@gmail.com,,,,,Mobile,(415) 246-9974,,,,,,,,,,"210 Kenwood Ct
Novato, CA 94945-2502
US",210 Kenwood Ct,Novato,,CA,94945-2502,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joana Darc,,Aparecida,,,,,,,,Go Happy Transportation,Go Happy Driver,,1962-06-16,"Custom Field 1 - Label: CDL #
Custom Field 1 - Value: B3788806
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 6/16/2026
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/10/2015
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94945
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2017
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Ford
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: CMAX Hybrid
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Grey
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 7YQG286
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 1FADP5AU3HL110150
",,Imported on 11/24 3 ::: * myContacts,* Other,joanadarcalifornia@gmail.com,,,,,Home,415-246-9974,,,,,,,,,Home,"210 Kenwood Ct
Novato, CA 94945",210 Kenwood Ct,Novato,,CA,94945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanne,,,,,,,,,,Bottom Lind Accounting,,,,,,* myContacts,,,,,,,Main,+18056892120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jocelin,, Guzman,,,,,,,,Sausalito Marin City School District,Executive Assistant To The Superintendent ,District Office,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,jguzman@smcsd.org,,,,,Office,415 332-3191 Ext.205,,,,,,,,,District Office,"200 Phillips Drive
Marin City
Marin County
94965
USA","200 Phillips Drive
Marin City
Marin County
94965
USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Sausalito Marin City School District,,,,,,,,,,
Jocelyn,,Hallroan,,,,,,,,Glenwood Elementary School,Glenwood Afterschool Site Coordinator,Elementary School District,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,,,,,,,Main,415 485-2415,Classroom,415 485-3102,,,,,,,School,"25 Castlewood Drive
San Rafael, San Rafael City Schools 94901
USA",25 Castlewood Drive,San Rafael,,San Rafael City Schools,94901,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,"MCSD, SRHFY",,,,,,,,,,
Joe,,,,,,,,,,Insurance Agent,,,,,,* myContacts,,,,,,,Main,+1 (818) 518-0529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe,,Saunders,,,,,,,,,,,,,,* myContacts,,,,,,,Main,+14158475802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe,,Thompson,,,,,,,,UCPNB Cypress School,Assistant Director,Autism Non-Public School,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,jthompson@ucpnb.org,,,,,Main,707-971-8999,Classroom,707 953-9937,,,,,,,School,"3835 Cypress School Ste 103
Petaluma, Sonoma County 94952
USA",3835 Cypress School Ste 103,Petaluma,,Sonoma County,94952,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Tamalpais Union High School District,,,,,,,,,,
Joel,,Correa de Paiva,,,,,,,,Go Happy Transportation,Go Happy Driver,,1971-07-17,"Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y7718097
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 7/17/2028
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 11/19/2025
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94804
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2018
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: RAV4
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Black
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 8CBZ483
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: JTMRJREV0JD183990
",,Imported on 11/24 3 ::: * myContacts,* Other,joelpaiva123jp@gmail.com,,,,,Home,407-309-1508,,,,,,,,,Home,"349 38th street
Richmond, CA 94805",349 38th street,Richmond,,CA,94805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John,,Cotten,,,,,,,,Go Happy Transportation,Driver,,1969-03-30,"Driver_FirstNm: John
Driver_MiddleNm: Patrick
Driver_LastNm: Cotten
Driver_CompanyNm: Joy Ride Transportation Inc.
Driver_SS#: 558-19-5330
Driver_ITIN: 99-0635767
Driver_HmLocation1_Street: 501 Western Ave
HmLocation1_Street2: Apt. 1
Driver_City: Petaluma
Driver_State: CA
Driver_ZIP: 94952
License_Zip_Code: 94952
Driver_Cell: 415-499-2399
Driver_DOB: 3/30/1969
Driver_Age: 55
DL/CDL #: D1721181
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 3/30/2025
Make: Toyota
Model: Prius
Color: Azul
Plate No: 6SMT585
VIN #: JTDKB20U940080910
Auto Insurance Company: State Farm
Policy Number: 521-6062-C15-05
Policy Exp Dates: 3-15-24
",https://lh3.googleusercontent.com/contacts/AG6tpzGbPgXA3SVava_wh0eTU3RoopnmAq9RT8qg1v874EjcX15xpKxC,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* ,jpcotten@gmail.com,,john@gohappycab.com,,,Mobile,415-499-2399,,,,,,,,,,"501 Western Ave #1
Petaluma, CA 94952
US",501 Western Ave #1,Petaluma,,CA,94952,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John,,Graglia,,,,,,,,The Helix School,,,,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Dad Mobile,650-441-4191,School Office,415 569-5064,,,,,,,Home,"30 Kite Hill Ln
Mill Valley, CA 94941-1458
US","30 Kite Hill Ln
Mill Valley, CA 94941-1458
US",,,,,,,,,,,,,,,,,,,,,,,,,Rider,Tony Graglia,Dad,John Graglia,,,,,,,,,,,,,,,,,Rider FirstNm,Tony,Rider LastNm,Graglia,Job Title,Tony Graglia Parent,,,,,,
John,,Graglia,,,,Tony Graglia Parent,,,,The Helix School,,,,"Rider_FirstNm: Tony
Rider_LastNm: Graglia
30 Kite Hill Lane
Mill Valley
94941
",,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Work Mobile,650-441-4191,,,,,,,,,,"30 Kite Hill Ln
Mill Valley, CA 94941-1458
US",30 Kite Hill Ln,Mill Valley,,CA,94941-1458,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John,Patrick,Cotten,,,,,,,,Go Happy Transportation,Go Happy Driver,,1969-03-30,"Street address line 2: Apt. 1
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: D1721181
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 3/30/2030
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/10/2021
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94952
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2014
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Van
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Brown
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 42060W3
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 5TDKK3DC6ES455206
",,Imported on 11/24 3 ::: * myContacts,* Other,jpcotten@gmail.com,,,,,Home,415-499-2399,,,,,,,,,Home,"501 Western Ave
Petaluma, CA 94952",501 Western Ave,Petaluma,,CA,94952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jojo Mom,,,,,,,,,,,,,,,,* myContacts,,,,,,,Main,+14155775351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolene,,Yess,,,,,,,,Irene Hunt School,Director,Autism Non-Public School,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,,,,,,,Classroom,415 457-3135 ext 6,,,,,,,,,School,"300 Sunnyhills Drive
San Anselmo, Marin Office of Education 94960
USA",300 Sunnyhills Drive,San Anselmo,,Marin Office of Education,94960,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Marin Pupil Transportation Agency,,,,,,,,,,
Jonatas,,Alves,,,,,,,,Go Happy Cab,Driver,,,,,Go Happy - Former Drivers ::: * myContacts,* Home,jonatashenrique1988@gmail.com,,,,,Mobile,(415) 342-0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan,,,,,,,,,,,,,,,,* myContacts,,,,,,,Mobile,+447832183726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,Campos,,,,,,,,Go Happy Cab,Driver,,1993-05-19,"Driver_FirstNm: Jordan
Driver_MiddleNm: Christopher
Driver_LastNm: Campos
Driver_SS#: 604-66-0135
Driver_HmLocation1_Street: 410 Via Hidalgo
Driver_City: Greenbrae
Driver_State: CA
Driver_ZIP: 94904
License_Zip_Code: 94904
Driver_Cell: 415-419-4426
Driver_DOB: 5/13/1993
Driver_Age: 31
DL/CDL #: E2169423
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 5/13/2029
Make: Toyota
Model: Corolla
Color: White
Plate No: 7MTH818
VIN #: 5YFBURHE9FP349920
Registration Expiration Date: 7/26/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: AAA
Policy Number: CAAS102180130
Policy Exp Dates: 2-19-25
",,Go Happy - Former Drivers ::: Imported on 1/19 ::: * myContacts,* Home,camposjordan713@gmail.com,,,,,Mobile,(415) 419-4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge,,Camancho Alvarado,,,,,,,,Go Happy Cab,Driver,,1975-09-25,7KNH934,,Go Happy - Former Drivers ::: * myContacts,* ,jorgecamacho575.jc@gmail.com,,,,,Main,+1415-827-7899,,,,,,,,,,"1117 3rd St
San Rafael, CA 94901-3018
US",1117 3rd St,San Rafael,,CA,94901-3018,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Driver_FirstNm: Jorge
Driver_MiddleNm: Camancho
Driver_LastNm: Camancho
Driver_SS#: 549-29-9979
Driver_HmLocation1_Street: 37 E Crescent Drive
Driver_City: San Rafael
Driver_State: CA
Driver_ZIP: 94901-1628
Driver_Cell: 415-583-4683
Driver_DOB: 9/3/1973
Driver_Age: 51
Driver_DL_Exp: 9/3/2028
Model: Range Rover
Color: Black
Plate No: 8JEN963
",,Go Happy - Former Drivers ::: Imported on 1/19 ::: * myContacts,* Other,jorgecamacho575@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Ailton,,Ferreira Lima,,,,,,,,Go Happy Transportation,Driver,,,"Driver_FirstNm: Jose Ailton
Driver_MiddleNm: Ailton Ferreira
Driver_LastNm: Lima
Driver_SS#: 657-91-6325
Driver_HmLocation1_Street: 260 Merrydale 
HmLocation1_Street2: Apt. 3
Driver_City: San Rafael
Driver_State: CA
Driver_ZIP:  94903-3947
Driver_Cell: 415-758-8905
Driver_DOB: 9/20/1972
Driver_Age: 52
DL/CDL #: Y3127650
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 9/20/2025
Make: Toyota
Model: Prius Hybr
Color: Black
Plate No: 8CEM034
VIN #: JTDKBRFU1J3585673
Registration Expiration Date: 1/24/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: Farmers
Policy Number: 189438542
Policy Exp Dates: 2-21-25
",https://lh3.googleusercontent.com/contacts/AG6tpzGrkdrdy68mIfgFGyMdls9l8y9ge4731eSwdMeTBIEnmma0ppbx,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,lima_ailton@yahoo.com,,,,,,415-758-8905,,,,,,,,,,"260 Merrydale Rd apt 3
San Rafael, CA 94903
US",260 Merrydale Rd apt 3,San Rafael,,CA,94903,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Maria,Maria,Nascimento Filho,,,,,,,,Go Happy Transportation,Go Happy Driver,,1967-09-24,"Street address line 2: 15
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y6450633
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 9/24/2029
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/15/2023
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94564
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2020
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Hyundai
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Accent
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Red
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 99275K3
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: JTDKN3DU5A0103795
",,Imported on 11/24 3 ::: * myContacts,* Other,cmteagjfilho@gmail.com,,,,,Home,386-320-8143,,,,,,,,,Home,"1007 Green Oak
Novato, CA 94949",1007 Green Oak,Novato,,CA,94949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Maria,,Nascimento Filho,,,,,,,,Go Happy Transportation,Driver,,1967-09-29,"Driver_FirstNm: Jose Maria
Driver_MiddleNm: Maria
Driver_LastNm: Nascimento Filho
Driver_SS#: 942-78-0033
Driver_HmLocation1_Street: 3361 Pinole Valley Rd
Driver_City: Pinole
Driver_State: CA
Driver_ZIP: 94564-1549
Driver_Cell: 386-320-8143
Driver_DOB: 9/24/1967
Driver_Age: 57
DL/CDL #: Y6450633
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 9/24/2029
Make: Hyundai
Model: Accent
Color: Tan
Plate No: 9AKU090
VIN #: 3KPC24A68LE099308
Registration Expiration Date: 8/31/25
Reg_Vehicle_Owner (Y/N): N
Auto Insurance Company: Progressive
Policy Number: 967641119
Policy Exp Dates: 1-12-25
",,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,cmteagjfilho@gmail.com,,,,,Mobile,386-320-8143,,,,,,,,,,"3361 Pinole Valley Rd
Pinole, CA 94564-1549
US",3361 Pinole Valley Rd,Pinole,,CA,94564-1549,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose,,Mendoza,,,,,,,,Irene Hunt,,,,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,* ,uaemenglishteacher@yahoo.com,,,,,Dad Mobile,510-512-6460,School Office,415  457-3200,,,,,,,Home,"100 Marin Center Dr #5
San Rafael, CA 94903-2717
US","100 Marin Center Dr #5
San Rafael, CA 94903-2717
US",,,,,,,Irene Hunt,"300 Sunny Hills Dr
San Anselmo, CA 94960-1909
US","300 Sunny Hills Dr
San Anselmo, CA 94960-1909
US",,,,,,,,,,,,,,,,Rider,Joey Mendoza,Dad,Jose Mendoza,,,,,,,,,,,,,,,,,Rider FirstNm,Joey,Rider LastNm,Mendoza,Job Title,Joey Mendoza Parent,,,,,,
Jose,,Mendoza,,,,Joey Mendoza Parent,,,,Irene Hunt,,,,,,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,* ,uaemenglishteacher@yahoo.com,,,,,Dad Mobile,510-512-6460,,,,,,,,,Home,"100 Marin Center Dr #5
San Rafael, CA 94903-2717
US",100 Marin Center Dr #5,San Rafael,,CA,94903-2717,US,,Irene Hunt,"300 Sunny Hills Dr
San Anselmo, CA 94960-1909
US",300 Sunny Hills Dr,San Anselmo,,CA,94960-1909,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph,,Karson,,,,,,,,The Helix School (Middle & High),Principal,Autism Non-Public School,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,,,,,,,Mobile,219-669-3747,,,,,,,,,School,"161 Mitchell Blvd
San Rafael, Marin County 94901
USA",161 Mitchell Blvd,San Rafael,,Marin County,94901,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Marin Pupil Transportation Agency,,,,,,,,,,
Joseph,,Quinlan ,,,,,,,,The Helix School (Elementary),Executive Assistant,Autism Non-Public School,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,joseph@thehelixschool.org,,,,,Main,415 569-5064,,,,,,,,,School,"161 Mitchell Blvd
San Rafael, Marin County 94901
USA",161 Mitchell Blvd,San Rafael,,Marin County,94901,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Marin Pupil Transportation Agency,,,,,,,,,,
Joseph,,Weil,,,,,,,,Oak Hill School,,,2014-05-25,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Dad Mobile,415-209-8229,School Office,(415) 457-7601 ext 0,Joy Mobile,925-286-1042,,,,,Home,"155 W Oak Knoll Dr
San Anselmo, CA 94960-1175
US","155 W Oak Knoll Dr
San Anselmo, CA 94960-1175
US",,,,,,,,,,,,,,,,,,,,,,,,,Rider,Carlos Escudero-Raygoza,Mom,Laura Escudero-Raygoza,Dad,Joseph Weil,,,,,,,,,,,,,,,Rider FirstNm,Carlos,Rider LastNm,Escudero-Raygoza,Job Title,Carlos Escudero-Raygoza Parent,,,,,,
Joseph,,Weil,,,,Carlos Escudero-Raygoza Parent,,,,Oak Hill School,,,,"Rider_FirstNm: Carlos
Rider_LastNm: Escudero-Raygoza
155 W Oak Knoll Drive
San Anselmo
94960
",,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Work Mobile,415-209-8229,,,,,,,,,,"155 W Oak Knoll Dr
San Anselmo, CA 94960-1175
US",155 W Oak Knoll Dr,San Anselmo,,CA,94960-1175,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh,,Kernan,,,,Ben Kernon Parent,,,,Star Academy - Post HS,,,,"Rider_FirstNm: Ben
Rider_LastNm: Kernon
",,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Work Mobile,415-819-8401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh,,Kernon,,,,,,,,Star Academy - Post HS,,,,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Dad Mobile,415-819-8401,School Office,510-786-7552,Post-High School Teacher,925 984-5179,,,,,Home,"626 Northern Ave
Mill Valley, CA 94941-3932
US","626 Northern Ave
Mill Valley, CA 94941-3932
US",,,,,,,,,,,,,,,,,,,,,,,,,Rider,Ben Kernon,Mom,Elizabeth Kernon,Dad,Josh Kernon,,,,,,,,,,,,,,,Rider FirstNm,Ben,Rider LastNm,Kernon,Job Title,Ben Kernon Parent,,,,,,
Joshua,,Dos Anjos Jonas,,,,,,,,Go Happy Transportation,Go Happy Driver,,1993-10-20,"Street address line 2: A206
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y7659740
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 10/20/2028
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 9/24/2025
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94903
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2023
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Corolla
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Black
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 9FMK220
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: JTDBCMFE2P3013657
",,Imported on 11/24 3 ::: * myContacts,* Other,joshuajonas39@gmail.com,,,,,Home,415-250-4179,,,,,,,,,Home,"95 Professional Center Pkwy
San Rafael, CA 94903",95 Professional Center Pkwy,San Rafael,,CA,94903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua,,Gustin,,,,,,,,The Helix School MS,,,2014-05-08,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Dad Mobile,415-816-1513,Mom Mobile,415-847-7384,School Office,415 569-5064,Teacher Mobile,415-569-5064,,,Home,"105 Jordan Ave
San Anselmo, CA 94960-2322
US","105 Jordan Ave
San Anselmo, CA 94960-2322
US",,,,,,,School,"161 Mitchell Blvd
San Rafael, CA 94903-2068
US","161 Mitchell Blvd
San Rafael, CA 94903-2068
US",,,,,,,,,,,,,,,,Rider,Alex Gustin,Mom,Rebecca Gustin,Dad,Joshua Gustin,,,,,,,,,,,,,,,Rider FirstNm,Alex,Rider LastNm,Gustin,Job Title,Alex Gustin Parent,,,,,,
